collect.....= UnicornPy_2020.05.30.0
device......= UN-2021.05.36
samplerate..= 250.000
channels....= 16
date........= 2022-07-25T14:07:23.241906
filename....= recordeddata_thread
FZ, C3, CZ, C4, PZ, O1, OZ, O2, AccelX, AccelY, AccelZ, GyroX, GyroY, GyroZ, Battery, Sample
85360.062,85448.039,85680.766,85580.992,85699.539,85892.484,85759.086,85807.727,-0.009,0.894,-0.424,-0.702,0.305,0.580,73.333,1216.000
85941.477,86029.633,86262.273,86162.047,86280.867,86474.164,86340.859,86389.500,-0.012,0.894,-0.425,-0.732,0.336,0.519,73.333,1217.000
85777.414,85865.570,86098.031,85997.984,86116.445,86309.836,86176.438,86225.078,-0.010,0.893,-0.427,-0.671,0.427,0.488,73.333,1218.000
85271.555,85359.617,85592.258,85492.117,85610.672,85803.789,85670.219,85719.031,-0.009,0.894,-0.423,-0.641,0.366,0.458,73.333,1219.000
85466.812,85554.789,85787.609,85687.742,85806.023,85999.148,85865.664,85914.570,-0.009,0.893,-0.425,-0.732,0.366,0.488,73.333,1220.000
86094.008,86182.070,86415.242,86315.195,86433.305,86626.781,86493.297,86542.023,-0.011,0.891,-0.422,-0.702,0.366,0.549,73.333,1221.000
86076.844,86164.547,86397.547,86297.586,86415.961,86609.172,86475.688,86524.594,-0.010,0.892,-0.423,-0.702,0.336,0.580,73.333,1222.000
85543.258,85631.234,85863.602,85763.914,85881.930,86075.500,85941.656,85990.742,-0.012,0.893,-0.425,-0.671,0.427,0.549,73.333,1223.000
85587.070,85675.852,85908.039,85808.258,85926.281,86120.023,85986.000,86035.086,-0.010,0.893,-0.425,-0.763,0.305,0.549,73.333,1224.000
86222.305,86311.266,86543.547,86443.500,86561.781,86755.531,86621.594,86670.953,-0.010,0.893,-0.425,-0.641,0.275,0.519,73.333,1225.000
86356.859,86445.641,86677.656,86577.695,86696.164,86889.820,86755.617,86805.062,-0.012,0.893,-0.426,-0.793,0.366,0.458,73.333,1226.000
85833.297,85921.984,86154.359,86054.133,86172.594,86366.164,86232.227,86281.227,-0.014,0.894,-0.424,-0.702,0.336,0.458,73.333,1227.000
85729.133,85817.469,86050.289,85950.422,86068.344,86262.094,86128.336,86177.602,-0.012,0.893,-0.424,-0.732,0.366,0.580,73.333,1228.000
86333.078,86421.680,86654.141,86554.539,86672.109,86866.484,86732.375,86781.992,-0.010,0.894,-0.421,-0.824,0.458,0.519,73.333,1229.000
86610.242,86698.938,86931.570,86831.523,86949.453,87143.641,87009.352,87059.242,-0.010,0.894,-0.422,-0.793,0.427,0.549,73.333,1230.000
86137.547,86225.703,86457.984,86357.844,86476.312,86670.320,86536.031,86585.391,-0.013,0.896,-0.424,-0.793,0.458,0.580,73.333,1231.000
85894.000,85982.336,86214.703,86114.484,86233.125,86426.602,86292.578,86341.578,-0.011,0.892,-0.427,-0.793,0.397,0.580,73.333,1232.000
86431.336,86519.492,86752.219,86651.906,86770.641,86964.297,86830.273,86879.445,-0.009,0.892,-0.428,-0.763,0.397,0.580,73.333,1233.000
86841.445,86929.602,87162.688,87062.195,87181.016,87374.586,87240.297,87289.914,-0.011,0.892,-0.426,-0.732,0.336,0.519,73.333,1234.000
86451.812,86539.969,86773.141,86672.828,86791.648,86984.766,86850.750,86899.828,-0.012,0.894,-0.421,-0.702,0.336,0.610,73.333,1235.000
86088.375,86176.617,86409.523,86309.391,86427.586,86621.328,86487.039,86536.305,-0.011,0.892,-0.422,-0.763,0.397,0.610,73.333,1236.000
86527.008,86615.070,86847.977,86748.016,86866.125,87060.141,86925.758,86975.562,-0.010,0.893,-0.422,-0.641,0.488,0.610,73.333,1237.000
87042.969,87130.945,87363.945,87264.078,87382.180,87576.734,87442.172,87491.703,-0.012,0.893,-0.426,-0.702,0.458,0.458,73.333,1238.000
86765.992,86853.875,87087.141,86986.828,87104.750,87299.484,87165.016,87214.367,-0.011,0.893,-0.424,-0.671,0.458,0.519,73.333,1239.000
86307.961,86396.289,86629.195,86528.969,86647.078,86841.273,86707.156,86756.422,-0.011,0.893,-0.426,-0.610,0.458,0.610,73.333,1240.000
86618.734,86706.984,86939.883,86839.930,86957.766,87152.047,87017.852,87067.469,-0.012,0.891,-0.427,-0.610,0.488,0.580,73.333,1241.000
87211.859,87299.836,87533.016,87432.969,87550.805,87745.172,87611.062,87660.594,-0.013,0.892,-0.424,-0.641,0.427,0.488,73.333,1242.000
87073.281,87161.172,87394.344,87294.023,87412.312,87606.328,87472.125,87521.750,-0.011,0.892,-0.424,-0.702,0.366,0.549,73.333,1243.000
86557.938,86646.008,86879.000,86778.773,86896.789,87091.164,86956.875,87005.867,-0.011,0.892,-0.423,-0.641,0.305,0.519,73.333,1244.000
86727.094,86815.250,87047.891,86948.023,87065.773,87260.055,87125.586,87175.117,-0.010,0.892,-0.427,-0.671,0.427,0.427,73.333,1245.000
87357.148,87445.484,87678.211,87578.164,87696.359,87890.641,87756.086,87805.969,-0.010,0.895,-0.426,-0.732,0.427,0.458,73.333,1246.000
87363.492,87451.828,87684.734,87584.422,87703.062,87896.984,87762.609,87812.227,-0.011,0.893,-0.427,-0.732,0.488,0.580,73.333,1247.000
86829.109,86917.000,87149.547,87049.406,87168.234,87361.891,87227.867,87277.133,-0.010,0.894,-0.424,-0.732,0.519,0.549,73.333,1248.000
86845.828,86933.898,87166.352,87065.773,87184.680,87378.516,87244.586,87293.758,-0.010,0.893,-0.426,-0.793,0.458,0.549,73.333,1249.000
87476.773,87565.109,87797.836,87697.344,87815.719,88009.906,87875.617,87925.242,-0.011,0.894,-0.429,-0.793,0.488,0.580,73.333,1250.000
87634.844,87723.539,87956.266,87856.039,87974.055,88168.336,88033.781,88083.758,-0.012,0.894,-0.429,-0.854,0.427,0.549,73.333,1251.000
87118.969,87207.484,87440.117,87339.891,87457.906,87652.188,87518.078,87567.703,-0.010,0.894,-0.426,-0.946,0.488,0.458,73.333,1252.000
86989.062,87077.391,87309.852,87209.625,87328.000,87522.195,87388.266,87437.438,-0.012,0.894,-0.423,-0.854,0.427,0.488,73.333,1253.000
87583.617,87672.398,87904.500,87804.453,87922.914,88117.375,87983.180,88032.617,-0.011,0.893,-0.425,-0.854,0.458,0.488,73.333,1254.000
87883.133,87971.820,88204.727,88104.414,88222.430,88417.250,88282.867,88332.312,-0.010,0.892,-0.426,-0.732,0.488,0.549,73.333,1255.000
87421.969,87510.570,87743.117,87642.805,87761.266,87955.367,87821.258,87870.438,-0.010,0.893,-0.427,-0.763,0.427,0.488,73.333,1256.000
87155.711,87244.141,87476.773,87376.016,87494.836,87689.023,87555.008,87604.094,-0.011,0.893,-0.427,-0.671,0.366,0.427,73.333,1257.000
87677.227,87765.469,87998.289,87897.703,88016.438,88211.164,88076.695,88126.227,-0.012,0.892,-0.424,-0.641,0.336,0.488,73.333,1258.000
88104.414,88193.281,88426.273,88325.516,88444.070,88638.883,88504.062,88554.125,-0.012,0.891,-0.425,-0.641,0.305,0.580,73.333,1259.000
87732.297,87820.898,88053.898,87953.227,88071.781,88265.969,88131.680,88181.656,-0.009,0.892,-0.423,-0.732,0.336,0.519,73.333,1260.000
87350.172,87438.328,87671.594,87571.102,87689.562,87883.758,87749.195,87799.086,-0.014,0.894,-0.424,-0.702,0.336,0.549,73.333,1261.000
87766.992,87855.320,88088.500,87988.000,88106.375,88300.750,88166.102,88216.172,-0.012,0.892,-0.427,-0.671,0.275,0.549,73.333,1262.000
88296.727,88385.414,88618.141,88517.562,88636.383,88830.664,88696.016,88746.352,-0.011,0.894,-0.425,-0.671,0.397,0.610,73.333,1263.000
88042.539,88131.234,88363.781,88263.109,88382.203,88576.125,88441.477,88491.633,-0.010,0.892,-0.425,-0.763,0.427,0.488,73.333,1264.000
87574.227,87663.008,87895.375,87795.062,87913.703,88107.719,87973.164,88022.875,-0.011,0.894,-0.425,-0.610,0.549,0.488,73.333,1265.000
87861.227,87950.453,88182.641,88082.414,88200.789,88395.344,88260.609,88310.672,-0.011,0.893,-0.426,-0.732,0.397,0.458,73.333,1266.000
88460.875,88549.836,88782.383,88681.711,88800.711,88994.992,88860.352,88910.328,-0.011,0.891,-0.427,-0.702,0.427,0.549,73.333,1267.000
88343.125,88431.906,88664.727,88563.961,88682.695,88877.070,88742.508,88792.578,-0.012,0.891,-0.427,-0.854,0.519,0.488,73.333,1268.000
87823.312,87912.008,88144.469,88043.883,88162.883,88356.805,88222.609,88272.320,-0.011,0.894,-0.428,-0.793,0.488,0.366,73.333,1269.000
87966.188,88055.234,88287.695,88187.289,88305.844,88499.945,88365.656,88415.641,-0.010,0.894,-0.425,-0.793,0.366,0.458,73.333,1270.000
88597.938,88686.359,88919.266,88818.953,88937.508,89131.609,88997.227,89047.836,-0.009,0.894,-0.426,-0.763,0.397,0.519,73.333,1271.000
88631.195,88719.797,88952.172,88851.852,88970.320,89164.961,89030.312,89081.008,-0.011,0.892,-0.424,-0.702,0.458,0.458,73.333,1272.000
88095.203,88184.070,88416.617,88316.039,88434.594,88628.961,88494.766,88544.562,-0.012,0.893,-0.424,-0.610,0.488,0.549,73.333,1273.000
88087.242,88176.203,88408.844,88308.531,88426.727,88621.188,88487.070,88536.695,-0.011,0.894,-0.424,-0.732,0.397,0.549,73.333,1274.000
88713.992,88803.305,89035.945,88935.719,89053.734,89248.375,89114.086,89164.328,-0.010,0.895,-0.425,-0.702,0.458,0.427,73.333,1275.000
88896.109,88984.805,89217.977,89117.570,89236.039,89430.141,89295.938,89346.539,-0.010,0.894,-0.423,-0.641,0.488,0.488,73.333,1276.000
88386.133,88474.734,88707.641,88607.508,88725.789,88920.164,88785.875,88836.031,-0.009,0.895,-0.426,-0.763,0.458,0.458,73.333,1277.000
88230.656,88318.992,88552.164,88451.938,88569.953,88764.414,88629.945,88680.195,-0.011,0.895,-0.426,-0.671,0.458,0.458,73.333,1278.000
88814.750,88903.172,89136.438,89035.766,89154.227,89348.781,89214.133,89264.648,-0.012,0.893,-0.425,-0.793,0.458,0.458,73.333,1279.000
89139.922,89228.797,89461.875,89361.477,89479.672,89674.398,89539.844,89590.180,-0.011,0.893,-0.421,-0.732,0.397,0.519,73.333,1280.000
88689.312,88778.094,89011.266,88910.594,89028.789,89223.609,89088.781,89138.938,-0.011,0.895,-0.424,-0.671,0.366,0.519,73.333,1281.000
88401.062,88489.758,88723.109,88622.344,88740.633,88935.359,88800.711,88850.695,-0.012,0.893,-0.424,-0.732,0.397,0.427,73.333,1282.000
88905.227,88993.836,89227.188,89126.688,89244.977,89440.062,89305.055,89355.219,-0.014,0.894,-0.426,-0.763,0.397,0.488,73.333,1283.000
89353.336,89442.117,89675.117,89574.531,89692.992,89888.172,89753.078,89803.680,-0.011,0.891,-0.425,-0.671,0.397,0.549,73.333,1284.000
88997.500,89086.547,89319.273,89218.781,89337.062,89531.977,89397.055,89447.664,-0.010,0.892,-0.428,-0.732,0.397,0.519,73.333,1285.000
88597.047,88685.734,88918.641,88817.883,88936.344,89130.984,88996.336,89046.492,-0.012,0.894,-0.429,-0.732,0.458,0.519,73.333,1286.000
88994.461,89083.148,89315.875,89215.742,89333.844,89528.758,89394.469,89444.445,-0.011,0.895,-0.428,-0.732,0.397,0.549,73.333,1287.000
89537.875,89626.922,89859.914,89759.070,89877.797,90072.883,89937.969,89988.844,-0.011,0.891,-0.425,-0.793,0.336,0.519,73.333,1288.000
89300.141,89389.461,89622.367,89521.688,89640.156,89835.148,89700.234,89751.195,-0.008,0.892,-0.426,-0.732,0.336,0.458,73.333,1289.000
88818.953,88907.555,89140.906,89040.320,89158.695,89353.430,89218.867,89269.023,-0.011,0.892,-0.426,-0.671,0.366,0.519,73.333,1290.000
89083.773,89172.555,89405.820,89305.234,89423.609,89618.609,89483.516,89534.297,-0.009,0.894,-0.425,-0.732,0.305,0.458,73.333,1291.000
89690.938,89779.633,90012.984,89912.664,90030.414,90225.859,90091.031,90141.820,-0.010,0.893,-0.425,-0.702,0.366,0.488,73.333,1292.000
89597.148,89686.109,89919.375,89818.883,89937.258,90131.984,89997.422,90048.117,-0.009,0.892,-0.423,-0.763,0.336,0.549,73.333,1293.000
89069.469,89158.875,89391.516,89290.844,89409.484,89603.945,89469.477,89520.078,-0.013,0.893,-0.423,-0.702,0.427,0.488,73.333,1294.000
89187.133,89276.180,89508.992,89408.500,89526.344,89721.781,89587.047,89637.477,-0.012,0.896,-0.429,-0.793,0.427,0.519,73.333,1295.000
89820.938,89909.898,90142.805,90042.398,90160.148,90355.766,90220.945,90271.641,-0.011,0.892,-0.428,-0.763,0.458,0.519,73.333,1296.000
89877.531,89966.312,90199.039,90098.547,90217.008,90411.914,90277.273,90327.961,-0.010,0.892,-0.428,-0.732,0.397,0.458,73.333,1297.000
89339.750,89428.711,89661.438,89560.492,89679.047,89873.953,89739.398,89789.820,-0.012,0.895,-0.422,-0.732,0.397,0.549,73.333,1298.000
89306.398,89395.359,89628.625,89527.594,89645.969,89840.961,89706.141,89756.656,-0.011,0.893,-0.423,-0.824,0.366,0.519,73.333,1299.000
89928.938,90017.633,90251.250,90150.047,90268.594,90463.594,90328.859,90379.555,-0.011,0.896,-0.422,-0.824,0.366,0.549,73.333,1300.000
90131.719,90220.406,90454.023,90352.820,90471.461,90666.547,90531.812,90582.594,-0.010,0.895,-0.424,-0.732,0.427,0.458,73.333,1301.000
89626.562,89715.344,89948.523,89847.219,89965.773,90160.953,90026.664,90077.180,-0.011,0.893,-0.426,-0.671,0.397,0.519,73.333,1302.000
89448.109,89536.977,89769.977,89669.211,89787.680,89982.586,89848.023,89898.539,-0.011,0.893,-0.423,-0.763,0.397,0.549,73.333,1303.000
90022.016,90111.242,90344.328,90243.922,90362.031,90557.203,90422.375,90473.250,-0.010,0.894,-0.425,-0.732,0.488,0.488,73.333,1304.000
90363.812,90453.219,90686.484,90585.727,90704.008,90899.453,90764.539,90815.414,-0.010,0.893,-0.423,-0.763,0.397,0.549,73.333,1305.000
89925.367,90014.320,90247.320,90146.648,90264.930,90460.461,90325.281,90376.062,-0.010,0.894,-0.423,-0.732,0.366,0.549,73.333,1306.000
89616.906,89705.961,89938.688,89837.836,89956.656,90151.562,90016.469,90067.523,-0.011,0.895,-0.428,-0.732,0.275,0.519,73.333,1307.000
90107.039,90196.086,90428.992,90328.234,90446.695,90641.961,90506.953,90557.922,-0.012,0.896,-0.425,-0.580,0.366,0.458,73.333,1308.000
90569.094,90658.055,90891.141,90790.555,90908.570,91104.195,90969.008,91020.062,-0.011,0.894,-0.425,-0.732,0.397,0.549,73.333,1309.000
90228.188,90317.414,90550.141,90449.555,90567.930,90763.109,90628.461,90678.883,-0.011,0.893,-0.425,-0.702,0.458,0.549,73.333,1310.000
89810.562,89899.797,90132.969,90032.383,90150.578,90345.664,90211.016,90261.445,-0.010,0.893,-0.424,-0.732,0.336,0.519,73.333,1311.000
90188.312,90277.539,90510.891,90410.125,90528.500,90723.500,90588.766,90639.367,-0.012,0.895,-0.427,-0.641,0.366,0.519,73.333,1312.000
90745.672,90834.812,91067.984,90967.047,91085.953,91280.859,91145.594,91196.906,-0.012,0.894,-0.426,-0.580,0.305,0.580,73.333,1313.000
90530.648,90620.055,90852.695,90751.750,90870.664,91065.750,90930.570,90981.797,-0.009,0.893,-0.427,-0.702,0.366,0.702,73.333,1314.000
90036.586,90125.633,90358.094,90257.422,90376.242,90571.242,90436.500,90487.289,-0.009,0.894,-0.424,-0.641,0.427,0.549,73.333,1315.000
90279.688,90368.461,90601.188,90500.609,90619.070,90814.516,90679.336,90730.477,-0.011,0.894,-0.423,-0.641,0.458,0.519,73.333,1316.000
90894.539,90983.586,91216.672,91115.461,91234.281,91429.633,91294.453,91345.594,-0.012,0.895,-0.426,-0.702,0.397,0.549,73.333,1317.000
90820.328,90909.648,91142.820,91041.609,91160.523,91355.695,91220.695,91271.742,-0.010,0.894,-0.425,-0.824,0.427,0.549,73.333,1318.000
90288.266,90377.586,90610.312,90509.367,90628.461,90823.102,90688.539,90739.055,-0.011,0.893,-0.426,-0.671,0.458,0.580,73.333,1319.000
90382.945,90472.086,90704.633,90603.961,90722.961,90917.695,90783.047,90833.914,-0.012,0.893,-0.424,-0.671,0.519,0.580,73.333,1320.000
91018.633,91107.953,91340.320,91240.094,91359.094,91553.820,91419.000,91470.141,-0.013,0.896,-0.421,-0.854,0.458,0.610,73.333,1321.000
91096.148,91185.734,91418.461,91317.789,91436.609,91631.789,91496.695,91548.102,-0.013,0.893,-0.426,-0.824,0.458,0.519,73.333,1322.000
90561.945,90651.438,90884.344,90783.227,90901.602,91097.492,90962.305,91013.539,-0.012,0.893,-0.424,-0.641,0.458,0.488,73.333,1323.000
90504.719,90594.125,90827.031,90726.094,90844.555,91040.094,90905.172,90956.227,-0.010,0.894,-0.427,-0.702,0.366,0.427,73.333,1324.000
91122.164,91211.125,91443.766,91343.180,91461.820,91657.266,91522.086,91573.492,-0.011,0.895,-0.425,-0.641,0.366,0.519,73.333,1325.000
91349.703,91438.484,91671.211,91570.812,91689.188,91884.625,91749.445,91800.945,-0.010,0.891,-0.425,-0.763,0.427,0.580,73.333,1326.000
90849.297,90937.984,91171.164,91070.398,91189.133,91384.305,91249.570,91300.445,-0.011,0.893,-0.422,-0.641,0.458,0.488,73.333,1327.000
90647.414,90736.641,90969.547,90869.055,90987.789,91182.695,91048.133,91098.742,-0.011,0.894,-0.427,-0.763,0.427,0.549,73.333,1328.000
91211.664,91301.250,91533.977,91433.305,91551.945,91747.211,91612.203,91663.438,-0.011,0.894,-0.427,-0.732,0.427,0.580,73.333,1329.000
91575.016,91664.602,91897.680,91796.297,91914.852,92110.742,91975.555,92027.141,-0.012,0.892,-0.428,-0.763,0.458,0.549,73.333,1330.000
91146.664,91235.891,91469.156,91367.766,91486.766,91682.211,91546.852,91598.438,-0.014,0.894,-0.426,-0.732,0.427,0.610,73.333,1331.000
90819.344,90908.211,91141.391,91040.094,91159.180,91354.086,91219.258,91270.578,-0.013,0.893,-0.424,-0.732,0.397,0.671,73.333,1332.000
91293.469,91382.516,91615.422,91514.664,91633.305,91828.484,91693.656,91745.242,-0.009,0.893,-0.425,-0.793,0.427,0.580,73.333,1333.000
91772.062,91861.562,92094.375,91993.523,92112.172,92307.438,92172.875,92224.375,-0.010,0.892,-0.424,-0.702,0.427,0.580,73.333,1334.000
91445.641,91534.961,91768.039,91666.836,91785.297,91980.469,91845.914,91897.414,-0.012,0.893,-0.425,-0.732,0.397,0.519,73.333,1335.000
91012.281,91101.422,91334.328,91233.391,91351.766,91547.031,91412.648,91463.430,-0.013,0.894,-0.423,-0.732,0.366,0.519,73.333,1336.000
91371.078,91460.305,91693.211,91592.625,91711.180,91906.352,91771.258,91822.758,-0.010,0.896,-0.426,-0.793,0.305,0.549,73.333,1337.000
91939.258,92028.305,92261.211,92160.273,92279.180,92474.891,92339.617,92391.656,-0.013,0.894,-0.426,-0.732,0.427,0.580,73.333,1338.000
91743.008,91831.875,92064.961,91963.930,92082.758,92278.375,92143.281,92194.961,-0.013,0.894,-0.429,-0.824,0.397,0.610,73.333,1339.000
91239.375,91328.336,91561.336,91460.391,91578.586,91774.391,91639.297,91690.703,-0.011,0.891,-0.427,-0.763,0.427,0.610,73.333,1340.000
91458.875,91548.008,91781.094,91680.062,91798.352,91993.883,91858.789,91910.289,-0.009,0.894,-0.425,-0.763,0.519,0.580,73.333,1341.000
92078.195,92167.516,92400.414,92299.742,92418.031,92613.656,92478.469,92530.328,-0.012,0.894,-0.425,-0.702,0.549,0.519,73.333,1342.000
92026.695,92116.102,92348.742,92248.070,92366.445,92562.422,92426.969,92478.469,-0.010,0.893,-0.427,-0.824,0.427,0.549,73.333,1343.000
91485.781,91574.836,91808.008,91706.977,91825.711,92021.328,91886.062,91937.289,-0.009,0.895,-0.424,-0.763,0.458,0.580,73.333,1344.000
91556.680,91645.914,91879.172,91778.055,91896.516,92092.234,91957.141,92008.281,-0.010,0.894,-0.426,-0.824,0.427,0.580,73.333,1345.000
92195.406,92284.633,92517.719,92416.867,92535.242,92731.312,92595.680,92647.359,-0.013,0.895,-0.427,-0.702,0.458,0.519,73.333,1346.000
92294.828,92384.055,92616.875,92516.289,92634.484,92830.461,92695.195,92747.047,-0.011,0.894,-0.427,-0.702,0.427,0.488,73.333,1347.000
91758.117,91847.078,92080.070,91979.219,92097.594,92293.125,92158.031,92209.711,-0.010,0.892,-0.427,-0.732,0.427,0.488,73.333,1348.000
91677.297,91766.344,91999.516,91898.664,92017.219,92212.750,92077.656,92129.336,-0.010,0.893,-0.426,-0.610,0.488,0.488,73.333,1349.000
92291.875,92381.375,92614.727,92513.250,92631.984,92827.602,92692.602,92744.633,-0.013,0.894,-0.426,-0.641,0.427,0.519,73.333,1350.000
92539.711,92628.672,92862.117,92760.820,92879.547,93075.172,92940.078,92992.023,-0.012,0.895,-0.423,-0.763,0.397,0.580,73.333,1351.000
92045.289,92134.703,92368.055,92267.023,92385.219,92580.844,92446.102,92497.695,-0.009,0.892,-0.425,-0.763,0.275,0.580,73.333,1352.000
91820.883,91910.734,92143.906,92042.875,92160.984,92356.789,92221.875,92273.281,-0.009,0.892,-0.427,-0.702,0.366,0.641,73.333,1353.000
92375.742,92465.414,92698.680,92597.562,92715.578,92911.828,92776.375,92828.500,-0.012,0.894,-0.430,-0.702,0.427,0.580,73.333,1354.000
92759.656,92849.062,93082.234,92980.938,93099.219,93295.648,93160.109,93212.055,-0.011,0.894,-0.428,-0.793,0.427,0.580,73.333,1355.000
92342.484,92431.891,92664.883,92564.211,92682.320,92878.477,92743.117,92795.148,-0.010,0.895,-0.425,-0.854,0.336,0.549,73.333,1356.000
91994.953,92084.719,92317.898,92217.133,92335.148,92530.953,92395.680,92447.891,-0.012,0.894,-0.423,-0.793,0.458,0.580,73.333,1357.000
92455.852,92545.523,92778.516,92677.844,92796.047,92991.938,92856.570,92908.609,-0.011,0.895,-0.426,-0.854,0.458,0.610,73.333,1358.000
92950.719,93040.125,93273.117,93172.180,93290.820,93486.891,93351.531,93403.656,-0.011,0.894,-0.427,-0.702,0.458,0.549,73.333,1359.000
92642.445,92732.117,92965.203,92863.992,92982.906,93178.797,93043.609,93095.469,-0.009,0.893,-0.428,-0.793,0.427,0.641,73.333,1360.000
92195.406,92285.086,92517.984,92417.227,92535.688,92731.227,92596.039,92647.898,-0.014,0.893,-0.426,-0.732,0.458,0.580,73.333,1361.000
92535.867,92625.367,92858.000,92757.328,92875.438,93071.234,92935.789,92988.000,-0.013,0.893,-0.424,-0.824,0.427,0.580,73.333,1362.000
93114.156,93203.562,93436.555,93335.703,93454.078,93650.148,93514.789,93566.555,-0.011,0.894,-0.426,-0.793,0.427,0.610,73.333,1363.000
92935.695,93024.836,93258.188,93157.156,93275.711,93471.781,93336.062,93388.094,-0.012,0.892,-0.426,-0.732,0.397,0.549,73.333,1364.000
92422.414,92511.727,92745.172,92644.141,92762.602,92958.492,92822.773,92874.633,-0.012,0.895,-0.424,-0.610,0.488,0.488,73.333,1365.000
92620.539,92709.945,92943.203,92842.000,92960.734,93156.172,93021.078,93072.758,-0.012,0.892,-0.425,-0.641,0.427,0.488,73.333,1366.000
93247.820,93337.312,93570.758,93469.281,93587.742,93783.992,93648.453,93700.844,-0.010,0.894,-0.425,-0.671,0.397,0.549,73.333,1367.000
93217.328,93306.375,93539.727,93438.430,93557.164,93753.414,93617.422,93669.727,-0.011,0.893,-0.425,-0.610,0.427,0.458,73.333,1368.000
92672.484,92762.156,92994.977,92894.125,93012.680,93208.656,93072.938,93124.883,-0.012,0.895,-0.430,-0.549,0.427,0.641,73.333,1369.000
92719.781,92809.633,93042.445,92941.508,93059.703,93256.312,93120.320,93172.445,-0.011,0.895,-0.427,-0.458,0.244,0.549,73.333,1370.000
93356.359,93446.125,93679.203,93577.727,93696.375,93892.977,93756.719,93809.289,-0.009,0.892,-0.425,-0.702,0.336,0.549,73.333,1371.000
93476.344,93566.016,93799.008,93697.891,93816.180,94012.422,93876.703,93929.812,-0.010,0.894,-0.426,-0.732,0.397,0.488,73.333,1372.000
92942.578,93031.719,93264.984,93164.039,93282.242,93477.953,93342.945,93395.336,-0.011,0.895,-0.426,-0.610,0.336,0.488,73.333,1373.000
92840.750,92929.531,93162.883,93062.031,93180.227,93376.117,93240.844,93292.789,-0.012,0.895,-0.425,-0.671,0.336,0.549,73.333,1374.000
93447.102,93536.062,93769.328,93668.656,93786.586,93982.922,93847.289,93899.953,-0.010,0.893,-0.425,-0.641,0.458,0.519,73.333,1375.000
93714.430,93803.484,94036.836,93935.805,94054.180,94250.430,94114.617,94167.547,-0.011,0.894,-0.424,-0.641,0.397,0.641,73.333,1376.000
93227.070,93316.484,93549.836,93448.539,93567.266,93763.070,93627.617,93680.008,-0.009,0.895,-0.426,-0.763,0.427,0.610,73.333,1377.000
92983.891,93073.023,93306.375,93204.898,93323.898,93519.789,93384.164,93436.641,-0.009,0.894,-0.428,-0.763,0.488,0.580,73.333,1378.000
93525.422,93614.656,93848.188,93746.438,93865.352,94061.867,93925.969,93978.453,-0.010,0.895,-0.425,-0.824,0.488,0.549,73.333,1379.000
93927.312,94016.359,94249.797,94148.414,94267.055,94463.750,94327.766,94380.602,-0.012,0.896,-0.425,-0.854,0.427,0.580,73.333,1380.000
93524.445,93613.492,93847.109,93745.547,93864.188,94060.258,93924.539,93977.375,-0.010,0.894,-0.423,-0.793,0.427,0.641,73.333,1381.000
93158.500,93247.727,93481.078,93379.602,93498.156,93694.492,93558.234,93610.984,-0.010,0.893,-0.424,-0.732,0.458,0.549,73.333,1382.000
93599.992,93689.133,93922.664,93821.359,93939.828,94136.250,94000.445,94053.281,-0.010,0.893,-0.426,-0.702,0.488,0.549,73.333,1383.000
94110.148,94199.461,94432.820,94331.430,94449.891,94646.500,94510.688,94563.891,-0.014,0.892,-0.426,-0.610,0.458,0.519,73.333,1384.000
93818.859,93908.000,94141.438,94040.406,94158.430,94355.211,94219.398,94272.242,-0.010,0.892,-0.427,-0.732,0.458,0.580,73.333,1385.000
93357.789,93446.930,93679.922,93579.070,93697.086,93893.961,93758.328,93810.812,-0.013,0.893,-0.426,-0.732,0.427,0.580,73.333,1386.000
93674.375,93763.695,93996.961,93895.836,94013.945,94210.727,94075.008,94127.492,-0.012,0.893,-0.421,-0.732,0.366,0.549,73.333,1387.000
94260.438,94350.117,94583.289,94482.352,94600.273,94797.062,94661.430,94714.445,-0.012,0.895,-0.422,-0.671,0.458,0.549,73.333,1388.000
94105.766,94195.086,94428.703,94327.766,94445.781,94642.477,94506.664,94559.508,-0.011,0.894,-0.425,-0.671,0.336,0.519,73.333,1389.000
93585.508,93674.648,93908.086,93807.055,93925.430,94121.594,93985.875,94038.625,-0.009,0.896,-0.425,-0.702,0.397,0.519,73.333,1390.000
93761.727,93850.867,94084.398,93983.008,94101.477,94297.273,94162.000,94214.930,-0.010,0.894,-0.427,-0.824,0.519,0.427,73.333,1391.000
94392.406,94481.633,94714.984,94613.773,94732.242,94928.219,94793.039,94845.969,-0.011,0.894,-0.428,-0.671,0.397,0.458,73.333,1392.000
94383.016,94472.422,94705.594,94604.656,94722.945,94919.461,94783.742,94837.023,-0.011,0.893,-0.426,-0.671,0.397,0.519,73.333,1393.000
93835.492,93924.359,94157.805,94056.953,94175.148,94371.750,94235.945,94288.781,-0.010,0.894,-0.427,-0.671,0.397,0.580,73.333,1394.000
93857.930,93947.336,94180.328,94079.656,94197.852,94393.922,94258.477,94311.312,-0.012,0.895,-0.426,-0.702,0.366,0.580,73.333,1395.000
94492.812,94582.844,94815.922,94714.539,94833.000,95029.164,94893.797,94946.727,-0.011,0.893,-0.426,-0.702,0.366,0.549,73.333,1396.000
94637.383,94727.414,94960.406,94859.109,94977.664,95173.820,95038.102,95091.391,-0.010,0.893,-0.426,-0.641,0.366,0.610,73.333,1397.000
