collect.....= UnicornPy_2020.05.30.0
device......= UN-2021.05.36
samplerate..= 250.000
channels....= 16
date........= 2022-07-25T14:07:23.241906
filename....= recordeddata_thread
FZ, C3, CZ, C4, PZ, O1, OZ, O2, AccelX, AccelY, AccelZ, GyroX, GyroY, GyroZ, Battery, Sample
28722.619,28802.996,29023.205,28932.904,29059.594,29227.857,29110.824,29124.682,-0.012,0.896,-0.425,-0.702,0.427,0.519,73.333,456.000
29253.160,29333.357,29553.926,29463.535,29590.045,29758.488,29641.812,29655.312,-0.012,0.897,-0.425,-0.671,0.397,0.488,73.333,457.000
29803.639,29883.568,30104.492,30014.104,30140.703,30308.967,30192.201,30206.059,-0.011,0.894,-0.428,-0.763,0.397,0.549,73.333,458.000
29555.176,29635.107,29855.852,29765.730,29892.062,30060.416,29943.561,29957.418,-0.009,0.893,-0.425,-0.702,0.458,0.519,73.333,459.000
29184.584,29264.604,29484.992,29395.049,29521.381,29689.912,29572.789,29586.379,-0.011,0.893,-0.424,-0.732,0.427,0.549,73.333,460.000
29595.588,29675.518,29896.176,29805.695,29932.564,30101.186,29984.240,29997.652,-0.010,0.893,-0.422,-0.763,0.397,0.458,73.333,461.000
30229.217,30308.699,30530.338,30439.859,30566.279,30734.902,30618.137,30631.547,-0.011,0.893,-0.422,-0.763,0.397,0.580,73.333,462.000
30108.248,30187.463,30409.191,30318.891,30445.223,30613.666,30496.633,30510.400,-0.010,0.892,-0.423,-0.793,0.397,0.549,73.333,463.000
29668.812,29748.475,29969.578,29879.635,30006.057,30174.320,30057.822,30071.234,-0.012,0.893,-0.425,-0.824,0.427,0.580,73.333,464.000
29943.561,30023.223,30244.504,30154.561,30280.805,30449.068,30332.750,30346.070,-0.011,0.894,-0.426,-0.763,0.427,0.610,73.333,465.000
30630.027,30709.152,30930.971,30841.027,30967.092,31135.355,31019.127,31032.447,-0.011,0.893,-0.425,-0.702,0.366,0.671,73.333,466.000
30653.721,30733.023,30954.932,30864.900,30990.785,31159.139,31042.820,31056.230,-0.010,0.893,-0.424,-0.702,0.397,0.519,73.333,467.000
30180.936,30260.330,30481.701,30391.668,30517.822,30686.443,30569.678,30582.820,-0.010,0.894,-0.424,-0.671,0.366,0.458,73.333,468.000
30305.658,30384.426,30606.066,30515.943,30642.365,30810.809,30694.043,30707.186,-0.011,0.895,-0.427,-0.702,0.397,0.519,73.333,469.000
31004.463,31083.143,31305.766,31215.465,31341.439,31509.971,31393.115,31406.705,-0.011,0.893,-0.424,-0.641,0.336,0.519,73.333,470.000
31178.986,31257.486,31479.840,31389.809,31515.604,31684.314,31567.281,31581.496,-0.010,0.892,-0.426,-0.641,0.336,0.580,73.333,471.000
30710.047,30788.992,31011.080,30920.869,31046.842,31215.465,31098.877,31112.557,-0.012,0.895,-0.427,-0.671,0.458,0.549,73.333,472.000
30684.387,30763.154,30985.242,30895.119,31021.094,31189.447,31073.219,31086.449,-0.010,0.894,-0.427,-0.702,0.458,0.488,73.333,473.000
31358.963,31437.104,31659.996,31569.516,31695.490,31863.844,31747.793,31760.758,-0.009,0.893,-0.423,-0.610,0.366,0.519,73.333,474.000
31678.414,31756.197,31979.625,31889.057,32014.852,32183.562,32066.977,32080.209,-0.010,0.892,-0.425,-0.732,0.366,0.549,73.333,475.000
31253.463,31331.604,31554.316,31464.463,31590.258,31758.611,31642.025,31655.525,-0.011,0.892,-0.427,-0.702,0.427,0.549,73.333,476.000
31087.344,31165.754,31388.199,31298.703,31424.588,31592.852,31476.086,31489.854,-0.012,0.892,-0.427,-0.732,0.366,0.641,73.333,477.000
31697.547,31775.600,31998.490,31908.727,32034.611,32202.607,32086.199,32099.699,-0.011,0.894,-0.427,-0.763,0.427,0.580,73.333,478.000
32148.963,32226.389,32450.174,32359.963,32485.848,32653.844,32537.346,32550.936,-0.011,0.894,-0.426,-0.824,0.488,0.519,73.333,479.000
31801.705,31879.133,32102.738,32012.260,32138.145,32306.408,32190.000,32203.322,-0.010,0.894,-0.424,-0.732,0.397,0.427,73.333,480.000
31509.793,31587.844,31811.094,31720.523,31846.410,32014.494,31898.266,31911.498,-0.011,0.894,-0.423,-0.763,0.427,0.549,73.333,481.000
32025.670,32103.275,32327.061,32236.670,32362.824,32530.641,32414.322,32427.734,-0.009,0.894,-0.425,-0.671,0.397,0.549,73.333,482.000
32588.666,32666.271,32890.324,32799.758,32925.371,33093.906,32977.316,32990.996,-0.011,0.892,-0.422,-0.641,0.458,0.488,73.333,483.000
32348.967,32426.750,32650.000,32560.057,32685.762,32854.027,32737.797,32751.029,-0.012,0.893,-0.422,-0.671,0.488,0.549,73.333,484.000
31959.152,32037.115,32260.543,32170.330,32296.305,32464.211,32347.805,32361.125,-0.009,0.891,-0.426,-0.671,0.366,0.519,73.333,485.000
32354.510,32432.293,32655.900,32565.867,32691.395,32859.570,32743.162,32756.572,-0.008,0.894,-0.425,-0.641,0.366,0.580,73.333,486.000
32997.973,33075.129,33299.629,33209.152,33335.035,33502.852,33387.070,33399.945,-0.013,0.894,-0.427,-0.610,0.275,0.458,73.333,487.000
32891.039,32968.289,33192.344,33101.953,33228.105,33396.191,33279.961,33293.016,-0.012,0.895,-0.428,-0.610,0.336,0.488,73.333,488.000
32434.439,32511.865,32735.830,32645.350,32771.594,32939.410,32823.180,32836.504,-0.012,0.894,-0.422,-0.610,0.336,0.488,73.333,489.000
32686.031,32763.367,32987.867,32897.211,33023.453,33190.820,33074.859,33088.273,-0.010,0.893,-0.424,-0.763,0.397,0.488,73.333,490.000
33375.535,33452.785,33677.465,33586.895,33712.602,33880.688,33764.547,33777.957,-0.012,0.893,-0.423,-0.793,0.336,0.488,73.333,491.000
33415.770,33492.840,33717.609,33626.770,33751.941,33920.652,33804.781,33817.832,-0.012,0.894,-0.427,-0.793,0.366,0.549,73.333,492.000
32932.883,33010.309,33234.633,33143.793,33269.320,33437.855,33321.895,33334.766,-0.012,0.892,-0.426,-0.702,0.305,0.488,73.333,493.000
33033.199,33110.535,33334.766,33244.199,33370.352,33537.812,33422.656,33435.527,-0.010,0.894,-0.425,-0.702,0.366,0.458,73.333,494.000
33732.270,33808.715,34034.020,33943.184,34069.246,34236.883,34121.727,34134.602,-0.012,0.897,-0.425,-0.671,0.366,0.458,73.333,495.000
33923.066,33999.418,34224.902,34134.156,34259.863,34427.590,34311.984,34325.039,-0.011,0.896,-0.426,-0.641,0.366,0.580,73.333,496.000
33452.785,33529.047,33754.086,33663.785,33789.402,33957.398,33841.348,33854.133,-0.010,0.892,-0.427,-0.671,0.519,0.610,73.333,497.000
33404.238,33480.500,33705.805,33615.148,33740.855,33908.938,33793.066,33806.031,-0.010,0.894,-0.424,-0.671,0.519,0.610,73.333,498.000
34070.855,34147.121,34372.605,34281.855,34407.742,34575.379,34459.508,34472.562,-0.013,0.894,-0.426,-0.641,0.488,0.580,73.333,499.000
34410.422,34486.418,34712.352,34621.512,34746.773,34914.855,34799.164,34812.039,-0.012,0.894,-0.425,-0.732,0.427,0.580,73.333,500.000
33988.602,34064.508,34290.438,34199.332,34325.039,34493.035,34377.254,34390.129,-0.011,0.893,-0.427,-0.702,0.488,0.580,73.333,501.000
33797.539,33873.801,34099.465,34008.809,34134.336,34302.242,34186.367,34199.332,-0.010,0.893,-0.423,-0.671,0.427,0.549,73.333,502.000
34395.133,34471.039,34697.242,34606.852,34731.930,34900.105,34784.145,34797.109,-0.010,0.892,-0.421,-0.671,0.397,0.549,73.333,503.000
34862.820,34938.461,35165.020,35074.270,35199.707,35367.078,35252.012,35264.707,-0.009,0.893,-0.422,-0.763,0.397,0.610,73.333,504.000
34525.133,34601.039,34827.418,34736.668,34861.840,35029.566,34914.230,34927.105,-0.010,0.895,-0.424,-0.671,0.366,0.671,73.333,505.000
34214.176,34290.082,34516.281,34425.355,34550.883,34719.055,34603.004,34616.059,-0.010,0.892,-0.426,-0.580,0.336,0.488,73.333,506.000
34711.457,34786.828,35013.652,34922.457,35047.984,35216.070,35100.375,35113.074,-0.011,0.894,-0.427,-0.549,0.305,0.549,73.333,507.000
35284.914,35359.926,35587.199,35496.180,35621.352,35788.988,35673.742,35686.438,-0.011,0.892,-0.425,-0.641,0.427,0.549,73.333,508.000
35058.711,35133.902,35360.551,35270.340,35395.062,35562.879,35447.453,35460.328,-0.011,0.895,-0.425,-0.732,0.397,0.549,73.333,509.000
34653.969,34729.160,34955.539,34865.234,34990.137,35157.863,35042.531,35055.852,-0.011,0.895,-0.423,-0.671,0.366,0.519,73.333,510.000
35025.273,35100.645,35327.203,35236.363,35361.355,35529.531,35413.926,35426.980,-0.008,0.895,-0.425,-0.763,0.397,0.610,73.333,511.000
35676.695,35751.258,35979.066,35888.051,36012.773,36180.859,36065.613,36078.133,-0.010,0.893,-0.427,-0.580,0.397,0.519,73.333,512.000
35587.109,35662.031,35889.484,35798.465,35923.457,36091.184,35976.027,35988.723,-0.011,0.894,-0.427,-0.732,0.397,0.549,73.333,513.000
35118.793,35194.074,35420.902,35330.332,35455.055,35622.781,35507.535,35520.590,-0.012,0.893,-0.427,-0.763,0.458,0.580,73.333,514.000
35344.637,35419.559,35646.832,35555.996,35680.805,35848.176,35733.469,35746.074,-0.011,0.894,-0.426,-0.702,0.488,0.580,73.333,515.000
36034.949,36109.871,36337.320,36246.484,36371.207,36538.668,36423.957,36436.387,-0.012,0.894,-0.426,-0.671,0.519,0.580,73.333,516.000
36091.363,36166.285,36393.828,36302.988,36427.535,36595.441,36480.375,36492.711,-0.012,0.893,-0.428,-0.793,0.397,0.519,73.333,517.000
35600.789,35675.980,35903.250,35812.594,35937.406,36105.133,35990.332,36002.672,-0.011,0.894,-0.426,-0.702,0.427,0.549,73.333,518.000
35675.262,35750.188,35977.727,35886.711,36011.879,36179.340,36064.809,36076.879,-0.010,0.894,-0.427,-0.763,0.427,0.610,73.333,519.000
36367.809,36442.375,36670.453,36579.438,36704.160,36871.707,36756.910,36769.246,-0.011,0.894,-0.427,-0.702,0.488,0.549,73.333,520.000
36575.324,36649.352,36877.609,36786.770,36911.047,37078.594,36963.797,36976.582,-0.011,0.893,-0.425,-0.732,0.397,0.519,73.333,521.000
36100.215,36175.047,36402.410,36311.840,36436.387,36603.844,36489.223,36501.383,-0.011,0.895,-0.424,-0.641,0.488,0.488,73.333,522.000
36023.949,36098.875,36326.414,36235.398,36360.121,36527.582,36412.781,36425.477,-0.011,0.892,-0.424,-0.732,0.427,0.549,73.333,523.000
36678.410,36753.066,36981.680,36890.484,37014.938,37182.574,37067.777,37080.117,-0.014,0.894,-0.427,-0.549,0.397,0.549,73.333,524.000
37029.777,37104.164,37333.047,37241.941,37366.309,37534.125,37419.324,37431.664,-0.013,0.892,-0.427,-0.610,0.427,0.519,73.333,525.000
36609.746,36684.578,36912.746,36821.820,36946.184,37114.270,36999.293,37011.719,-0.012,0.894,-0.427,-0.702,0.397,0.458,73.333,526.000
36392.754,36467.590,36695.664,36604.648,36729.191,36897.098,36782.391,36794.461,-0.012,0.893,-0.426,-0.702,0.305,0.519,73.333,527.000
36974.613,37048.285,37277.703,37186.242,37310.426,37478.422,37363.895,37376.051,-0.012,0.893,-0.424,-0.610,0.336,0.427,73.333,528.000
37455.895,37529.297,37758.895,37667.699,37791.793,37959.703,37845.438,37857.242,-0.010,0.894,-0.423,-0.641,0.427,0.488,73.333,529.000
37125.711,37199.207,37428.801,37337.250,37461.793,37629.520,37514.723,37526.793,-0.010,0.894,-0.422,-0.519,0.427,0.580,73.333,530.000
36791.332,36864.824,37093.883,37002.598,37127.320,37295.227,37180.340,37192.230,-0.011,0.894,-0.425,-0.671,0.366,0.610,73.333,531.000
37266.527,37340.020,37569.352,37478.066,37602.520,37769.980,37655.809,37667.789,-0.011,0.896,-0.426,-0.610,0.488,0.549,73.333,532.000
37850.266,37923.582,38153.445,38062.070,38185.992,38353.809,38239.633,38251.703,-0.011,0.893,-0.427,-0.671,0.397,0.549,73.333,533.000
37634.977,37708.645,37938.242,37846.781,37970.879,38138.695,38024.254,38036.500,-0.010,0.892,-0.425,-0.732,0.366,0.519,73.333,534.000
37211.363,37284.855,37514.277,37423.168,37547.176,37715.352,37600.375,37612.625,-0.011,0.895,-0.423,-0.763,0.519,0.580,73.333,535.000
37556.832,37629.969,37859.832,37768.637,37892.469,38060.375,37946.199,37958.449,-0.011,0.896,-0.420,-0.793,0.549,0.549,73.333,536.000
38211.203,38284.605,38514.828,38423.367,38547.016,38714.922,38600.840,38612.996,-0.011,0.895,-0.425,-0.641,0.427,0.610,73.333,537.000
38136.012,38209.504,38439.547,38347.816,38472.184,38639.910,38525.648,38537.719,-0.010,0.894,-0.429,-0.671,0.488,0.610,73.333,538.000
37657.504,37730.910,37960.684,37869.133,37993.316,38161.137,38046.605,38059.031,-0.011,0.894,-0.426,-0.702,0.549,0.610,73.333,539.000
37854.648,37928.230,38158.184,38066.543,38190.551,38358.637,38244.105,38256.621,-0.012,0.895,-0.424,-0.763,0.580,0.610,73.333,540.000
38544.066,38617.020,38847.691,38755.961,38879.340,39047.426,38933.254,38945.504,-0.010,0.894,-0.424,-0.732,0.488,0.549,73.333,541.000
38617.289,38690.066,38920.914,38829.273,38952.566,39121.098,39006.656,39018.727,-0.010,0.893,-0.424,-0.702,0.427,0.610,73.333,542.000
38120.992,38194.484,38424.438,38333.152,38456.715,38624.980,38510.539,38522.965,-0.011,0.893,-0.425,-0.671,0.488,0.488,73.333,543.000
38167.484,38240.887,38470.930,38379.555,38503.297,38671.293,38557.207,38569.098,-0.012,0.895,-0.428,-0.763,0.397,0.519,73.333,544.000
38854.398,38926.906,39157.934,39066.559,39189.496,39357.668,39243.855,39255.836,-0.010,0.894,-0.424,-0.732,0.397,0.580,73.333,545.000
39081.043,39153.820,39384.758,39293.297,39416.051,39584.227,39470.320,39482.750,-0.011,0.895,-0.424,-0.702,0.336,0.458,73.333,546.000
38605.844,38678.266,38908.934,38817.918,38940.852,39108.672,38994.676,39007.016,-0.013,0.894,-0.423,-0.641,0.397,0.488,73.333,547.000
38501.688,38574.105,38804.688,38713.492,38837.141,39004.781,38890.605,38903.035,-0.009,0.893,-0.425,-0.732,0.336,0.458,73.333,548.000
39147.203,39219.090,39450.473,39359.098,39482.211,39649.941,39536.125,39548.551,-0.010,0.894,-0.423,-0.671,0.336,0.580,73.333,549.000
39517.707,39589.500,39821.332,39729.871,39852.359,40019.996,39906.539,39918.699,-0.011,0.896,-0.425,-0.610,0.366,0.549,73.333,550.000
39102.949,39174.832,39406.484,39315.199,39437.957,39605.773,39491.691,39503.848,-0.011,0.893,-0.429,-0.641,0.366,0.549,73.333,551.000
38861.996,38934.148,39165.445,39074.160,39197.184,39364.910,39250.738,39263.078,-0.011,0.892,-0.430,-0.763,0.366,0.549,73.333,552.000
39428.391,39500.719,39732.461,39641.000,39763.488,39931.660,39817.488,39830.004,-0.009,0.893,-0.426,-0.671,0.397,0.549,73.333,553.000
39924.957,39997.195,40229.297,40137.656,40260.145,40428.137,40314.414,40326.660,-0.010,0.895,-0.426,-0.702,0.458,0.610,73.333,554.000
39606.398,39678.730,39910.562,39819.008,39941.766,40109.672,39996.035,40008.195,-0.012,0.896,-0.427,-0.732,0.397,0.549,73.333,555.000
39251.812,39323.695,39555.617,39463.707,39587.266,39755.082,39641.180,39653.250,-0.011,0.893,-0.424,-0.732,0.397,0.519,73.333,556.000
39710.109,39781.996,40014.273,39922.004,40045.031,40213.113,40099.391,40111.371,-0.010,0.892,-0.426,-0.702,0.458,0.549,73.333,557.000
40304.758,40376.820,40609.188,40517.008,40639.586,40807.938,40694.480,40705.926,-0.011,0.895,-0.426,-0.671,0.519,0.580,73.333,558.000
40107.438,40179.230,40411.688,40319.332,40442.266,40610.527,40496.715,40508.336,-0.012,0.894,-0.428,-0.732,0.427,0.610,73.333,559.000
39668.180,39740.332,39972.430,39880.430,40003.367,40171.449,40057.367,40069.707,-0.010,0.892,-0.429,-0.702,0.427,0.641,73.333,560.000
39994.516,40066.578,40298.676,40206.855,40329.523,40497.520,40383.883,40395.953,-0.009,0.895,-0.427,-0.641,0.458,0.580,73.333,561.000
40658.094,40729.707,40962.258,40870.258,40992.652,41160.648,41047.551,41059.172,-0.011,0.892,-0.423,-0.702,0.427,0.549,73.333,562.000
40601.945,40673.473,40906.199,40814.199,40936.684,41105.129,40991.582,41003.203,-0.012,0.894,-0.422,-0.641,0.427,0.458,73.333,563.000
40111.637,40183.699,40415.891,40324.160,40446.824,40615.000,40501.453,40513.344,-0.013,0.895,-0.427,-0.580,0.366,0.580,73.333,564.000
40284.910,40356.613,40589.340,40497.695,40619.738,40787.914,40674.633,40686.348,-0.013,0.895,-0.429,-0.732,0.519,0.549,73.333,565.000
40977.543,41048.711,41282.422,41189.977,41311.926,41480.281,41367.090,41378.715,-0.013,0.895,-0.428,-0.702,0.519,0.519,73.333,566.000
41073.477,41144.914,41378.535,41286.000,41407.859,41576.480,41463.113,41474.824,-0.013,0.893,-0.428,-0.702,0.488,0.580,73.333,567.000
40573.691,40645.219,40878.125,40785.945,40908.434,41076.605,40963.238,40974.773,-0.012,0.894,-0.427,-0.641,0.427,0.671,73.333,568.000
40594.348,40665.516,40898.598,40806.332,40929.086,41097.172,40983.715,40995.426,-0.010,0.894,-0.427,-0.702,0.458,0.549,73.333,569.000
41279.473,41350.461,41583.723,41492.082,41613.676,41782.207,41669.195,41680.820,-0.012,0.897,-0.428,-0.702,0.488,0.519,73.333,570.000
41525.969,41596.418,41830.039,41738.488,41859.992,42028.523,41915.336,41927.047,-0.013,0.895,-0.425,-0.702,0.366,0.519,73.333,571.000
41054.434,41125.156,41358.418,41266.598,41388.547,41557.082,41443.535,41455.781,-0.009,0.895,-0.427,-0.702,0.488,0.580,73.333,572.000
40926.402,40997.840,41230.746,41138.656,41260.965,41429.496,41316.039,41327.930,-0.009,0.894,-0.425,-0.793,0.488,0.519,73.333,573.000
41561.730,41632.094,41865.805,41773.715,41895.484,42064.285,41950.828,41962.809,-0.011,0.895,-0.428,-0.793,0.427,0.549,73.333,574.000
41950.562,42020.926,42254.992,42162.902,42284.047,42453.207,42339.660,42351.641,-0.011,0.893,-0.426,-0.732,0.366,0.549,73.333,575.000
41542.238,41613.496,41847.027,41754.582,41876.352,42045.062,41931.516,41943.676,-0.009,0.895,-0.423,-0.610,0.397,0.580,73.333,576.000
41280.812,41351.891,41585.066,41492.707,41614.836,41783.547,41670.270,41682.250,-0.011,0.896,-0.424,-0.580,0.488,0.610,73.333,577.000
41831.648,41902.191,42136.258,42043.543,42165.496,42334.027,42221.195,42232.820,-0.012,0.895,-0.422,-0.671,0.366,0.549,73.333,578.000
42342.520,42412.707,42647.219,42554.504,42676.098,42844.543,42731.711,42743.602,-0.012,0.894,-0.421,-0.732,0.397,0.580,73.333,579.000
42033.887,42104.699,42338.855,42246.320,42368.090,42536.355,42423.523,42435.324,-0.010,0.895,-0.425,-0.824,0.397,0.671,73.333,580.000
41659.629,41730.352,41964.418,41871.973,41993.746,42162.367,42049.086,42060.891,-0.012,0.894,-0.425,-0.763,0.458,0.610,73.333,581.000
42098.262,42168.715,42403.496,42310.602,42432.105,42600.461,42487.809,42499.609,-0.012,0.895,-0.429,-0.732,0.488,0.488,73.333,582.000
42705.066,42775.430,43010.211,42917.496,43038.465,43207.176,43094.703,43106.504,-0.010,0.896,-0.424,-0.702,0.397,0.519,73.333,583.000
42520.977,42591.160,42825.586,42733.320,42854.375,43022.906,42910.254,42922.234,-0.009,0.893,-0.422,-0.702,0.397,0.610,73.333,584.000
42066.969,42137.602,42371.848,42279.309,42400.637,42569.168,42456.336,42468.137,-0.011,0.894,-0.425,-0.671,0.427,0.549,73.333,585.000
42368.984,42439.348,42673.594,42581.238,42702.383,42871.094,42758.262,42769.887,-0.010,0.896,-0.428,-0.702,0.336,0.519,73.333,586.000
43035.781,43105.879,43340.840,43248.305,43369.004,43538.070,43425.238,43437.043,-0.010,0.895,-0.426,-0.671,0.336,0.519,73.333,587.000
42992.688,43063.051,43298.102,43205.387,43325.996,43495.066,43382.414,43394.125,-0.010,0.895,-0.427,-0.671,0.366,0.519,73.333,588.000
42492.547,42563.176,42797.961,42705.602,42826.211,42995.191,42882.359,42894.160,-0.011,0.893,-0.427,-0.671,0.427,0.519,73.333,589.000
42640.246,42710.520,42945.391,42852.766,42973.109,43142.625,43029.883,43041.684,-0.012,0.893,-0.427,-0.793,0.427,0.580,73.333,590.000
43328.590,43398.953,43634.273,43541.648,43661.543,43831.238,43718.406,43730.297,-0.011,0.892,-0.426,-0.671,0.458,0.488,73.333,591.000
43438.473,43508.656,43743.977,43651.527,43771.781,43940.848,43828.195,43839.820,-0.010,0.894,-0.427,-0.610,0.488,0.519,73.333,592.000
42932.695,43002.523,43237.305,43145.484,43265.918,43434.715,43322.062,43333.418,-0.011,0.895,-0.426,-0.580,0.397,0.488,73.333,593.000
42924.738,42994.836,43229.258,43137.438,43257.871,43427.027,43314.105,43325.820,-0.012,0.895,-0.425,-0.702,0.397,0.549,73.333,594.000
43596.008,43665.656,43901.242,43808.887,43929.047,44098.207,43985.555,43997.535,-0.009,0.895,-0.422,-0.793,0.519,0.549,73.333,595.000
43857.523,43926.902,44162.668,44070.398,44190.207,44359.543,44246.891,44258.961,-0.011,0.894,-0.427,-0.671,0.519,0.610,73.333,596.000
43384.738,43454.297,43689.883,43597.348,43717.691,43887.117,43774.375,43785.996,-0.012,0.896,-0.427,-0.671,0.519,0.580,73.333,597.000
43227.738,43297.836,43532.977,43440.527,43561.047,43730.117,43617.734,43629.176,-0.009,0.893,-0.428,-0.732,0.427,0.641,73.333,598.000
43845.094,43915.191,44150.867,44058.598,44178.582,44347.473,44235.086,44246.891,-0.011,0.894,-0.427,-0.580,0.366,0.610,73.333,599.000
44247.785,44317.164,44553.734,44461.020,44580.645,44749.984,44637.688,44649.309,-0.010,0.894,-0.426,-0.610,0.366,0.519,73.333,600.000
43847.242,43916.801,44153.012,44060.297,44179.922,44349.527,44236.785,44248.676,-0.011,0.895,-0.424,-0.610,0.305,0.458,73.333,601.000
43559.438,43629.086,43864.941,43772.227,43892.211,44061.371,43948.539,43960.789,-0.011,0.895,-0.423,-0.580,0.305,0.488,73.333,602.000
44087.746,44157.125,44393.426,44300.625,44420.605,44589.586,44476.934,44489.004,-0.013,0.895,-0.425,-0.580,0.397,0.458,73.333,603.000
44609.523,44678.727,44915.652,44822.672,44942.387,45111.812,44999.070,45011.141,-0.012,0.894,-0.426,-0.702,0.397,0.549,73.333,604.000
44313.051,44381.895,44618.910,44525.840,44645.824,44815.340,44702.238,44714.309,-0.010,0.893,-0.427,-0.671,0.427,0.549,73.333,605.000
43920.910,43990.113,44226.414,44133.434,44253.594,44422.754,44309.652,44322.082,-0.010,0.893,-0.429,-0.641,0.397,0.549,73.333,606.000
44333.434,44402.727,44639.387,44546.402,44666.031,44835.367,44722.355,44735.141,-0.010,0.893,-0.427,-0.641,0.458,0.549,73.333,607.000
44947.125,45016.324,45253.254,45160.539,45279.539,45449.414,45336.312,45348.922,-0.012,0.892,-0.424,-0.641,0.397,0.427,73.333,608.000
44783.332,44852.891,45089.551,44997.016,45116.195,45285.977,45172.969,45185.305,-0.011,0.893,-0.423,-0.763,0.519,0.519,73.333,609.000
44318.594,44388.602,44624.723,44532.098,44651.637,44821.328,44708.496,44720.121,-0.010,0.894,-0.423,-0.702,0.458,0.549,73.333,610.000
44591.195,44661.203,44897.504,44804.789,44924.148,45094.109,44981.188,44993.082,-0.011,0.895,-0.426,-0.763,0.427,0.488,73.333,611.000
45262.285,45331.934,45568.594,45475.699,45594.789,45765.379,45651.742,45664.348,-0.012,0.895,-0.427,-0.702,0.427,0.427,73.333,612.000
45243.777,45313.516,45550.445,45457.371,45576.371,45746.422,45633.234,45645.840,-0.010,0.894,-0.428,-0.641,0.427,0.549,73.333,613.000
44739.344,44808.992,45045.918,44952.668,45072.027,45242.168,45128.891,45141.047,-0.010,0.894,-0.428,-0.641,0.580,0.580,73.333,614.000
44860.312,44930.047,45166.531,45073.816,45192.906,45362.777,45249.590,45262.105,-0.008,0.896,-0.427,-0.732,0.549,0.427,73.333,615.000
45546.957,45616.246,45853.531,45760.371,45879.191,46049.336,45935.965,45949.199,-0.010,0.893,-0.427,-0.763,0.458,0.519,73.333,616.000
45682.051,45750.984,45988.629,45895.195,46014.020,46184.430,46071.328,46084.203,-0.008,0.892,-0.427,-0.824,0.458,0.610,73.333,617.000
45179.762,45248.965,45485.891,45392.730,45511.730,45681.781,45569.039,45581.379,-0.011,0.893,-0.425,-0.702,0.519,0.580,73.333,618.000
45145.430,45214.809,45451.293,45358.754,45477.934,45647.988,45534.797,45547.312,-0.011,0.894,-0.427,-0.732,0.366,0.519,73.333,619.000
45809.812,45879.102,46116.301,46023.496,46141.871,46312.727,46199.180,46212.504,-0.012,0.894,-0.426,-0.702,0.305,0.580,73.333,620.000
46093.410,46162.793,46400.523,46307.633,46425.828,46596.594,46482.957,46496.371,-0.012,0.892,-0.427,-0.732,0.275,0.488,73.333,621.000
45631.000,45700.469,45938.023,45845.398,45963.684,46133.824,46020.723,46033.957,-0.013,0.895,-0.426,-0.732,0.366,0.488,73.333,622.000
45450.844,45520.133,45757.512,45664.707,45783.438,45953.488,45840.391,45853.355,-0.012,0.894,-0.427,-0.702,0.366,0.580,73.333,623.000
46054.879,46124.703,46362.258,46268.918,46387.828,46558.238,46444.602,46457.836,-0.011,0.894,-0.427,-0.732,0.427,0.427,73.333,624.000
46474.285,46544.203,46782.023,46688.594,46807.504,46977.914,46864.277,46877.781,-0.010,0.892,-0.428,-0.702,0.458,0.549,73.333,625.000
46088.316,46158.055,46395.609,46302.355,46421.180,46591.586,46477.953,46491.273,-0.013,0.893,-0.426,-0.641,0.458,0.610,73.333,626.000
45782.723,45852.191,46089.926,45996.672,46115.316,46285.547,46171.910,46185.680,-0.012,0.893,-0.425,-0.732,0.366,0.641,73.333,627.000
46293.059,46362.527,46600.707,46507.008,46625.652,46795.883,46682.336,46696.285,-0.012,0.893,-0.424,-0.610,0.366,0.610,73.333,628.000
46830.305,46899.953,47138.402,47044.703,47163.168,47333.664,47219.672,47233.977,-0.010,0.894,-0.422,-0.763,0.458,0.427,73.333,629.000
46551.086,46620.645,46858.559,46765.484,46883.770,47054.625,46940.273,46954.578,-0.013,0.896,-0.419,-0.824,0.427,0.488,73.333,630.000
46142.586,46211.609,46449.609,46356.535,46474.820,46645.410,46531.418,46545.363,-0.011,0.893,-0.423,-0.854,0.336,0.580,73.333,631.000
46532.223,46601.066,46839.336,46746.262,46864.457,47035.316,46921.320,46935.359,-0.008,0.893,-0.425,-0.793,0.366,0.580,73.333,632.000
47153.957,47223.246,47461.695,47368.445,47486.285,47657.496,47543.414,47557.809,-0.010,0.893,-0.426,-0.824,0.458,0.519,73.333,633.000
47007.777,47077.695,47315.875,47222.441,47340.641,47511.855,47397.859,47411.719,-0.011,0.895,-0.429,-0.763,0.397,0.549,73.333,634.000
46529.539,46599.277,46837.547,46743.938,46862.043,47032.902,46919.355,46933.121,-0.012,0.894,-0.426,-0.641,0.336,0.580,73.333,635.000
46774.156,46843.895,47082.434,46989.000,47107.020,47277.695,47164.238,47177.918,-0.010,0.893,-0.426,-0.641,0.336,0.610,73.333,636.000
47447.301,47517.219,47755.758,47662.324,47779.895,47951.469,47837.117,47851.777,-0.010,0.895,-0.425,-0.702,0.397,0.549,73.333,637.000
47451.504,47521.688,47760.047,47666.797,47784.547,47956.027,47841.586,47856.070,-0.012,0.895,-0.425,-0.732,0.336,0.580,73.333,638.000
46941.883,47011.441,47249.980,47156.551,47274.926,47445.961,47331.969,47345.559,-0.012,0.894,-0.425,-0.732,0.397,0.580,73.333,639.000
